gid,sub_code,namt,name,location_t,location_e,version,sourcethm,icon_url
"16","47030",วิทยาลัยฟาร์อิสเทอร์น,FAR EASTERN COLLEGE,ถนนบุญเรืองฤทธิ์ (กำลังก่อสร้าง),BOONRUANGRIT RD.,"1",Wittayalai_landm,./0.png
"17","47030",วิทยาลัยเชียงใหม่บริหารธุรกิจนานาชาติ,CHIANGMAI INTER BUSSINESS COLLAGE,ถนนเชียงใหม่-ลำปาง,CHIANG MAI-LAMPANG RD.,"1",Wittayalai_landm,./0.png
"18","47030",วิทยาลัยสารพัดช่างเชียงใหม่,CHIANG MAI POLYTECHNIC COLLEGE,ทางหลวงแผ่นดินหมายเลข 106,HIGHWAY 106,"1",Wittayalai_landm,./0.png
"19","47030",วิทยาลัยนอร์ท-เชียงใหม่,NORTH-CHIANG MAI COLLEGE,,,"1",Wittayalai_landm,./0.png
"20","47120",สถาบันเทคโนโลยีราชมงคลวิทยาเขตภาคพายัพ,RAJAMANOALA INSTITUTE OF TECHNOLOGY,ถนนห้วยแก้ว,HUAY KAEW RD.,"1",Institute_landma,./0.png
"21","47120",สถาบันเทคโนโลยีราชมงคลวิทยาเขตพายัพ,"RAJAMANGALA INSTITUTE OF TECHNOLOGY,NORTHERN CAMPUS",ถนนเจ็ดยอด,CHET YOT RD.,"1",Institute_landma,./0.png
"22","47130",สถาบันราชภัฎเชียงใหม่,RAJABHAT INSTITUTE CHIANG MAI,ถนนช้างเผือก,CHANG PHUAK RD.,"1",Institute_landma,./0.png
"23","45200",สถาบันพระคริสต์ธรรมเชียงใหม่,CHIANG MAI CHRIST INSTITUTE,ถนนทุ่งโฮเต็ล,THUNG HOTEL RD.,"1",Institute_landma,./0.png
"24","11000",สถาบันวิจัยวิทยาศาสตร์สุขภาพ,RESEARCH INSTITUTE FOR HEALTH SCIENCES,ถนนสาย 2,SAI 2 RD.,"1",Institute_landma,./0.png
"25","47010",ศูนย์การศืกษานอกโรงเรียนจังหวัดเชียงใหม่,CHIANGMAI PROVINCIAL NON-PORMAL EDUCATION CENTRE,ทางหลวงแผ่นดินหมายเลข 107,HIGHWAY 107,"1",Education_center,./0.png
"26","11050",ศูนย์การศึกษาพิเศษเขตการศึกษา 8 จังหวัดเชียงใหม่,"SPECIAL EDUCATION CENTER EDUCATION DISTRICT 8,CHIANG MAI",ทางหลวงแผ่นดินหมายเลข 121,HIGHWAY 121,"1",Education_center,./0.png
"27","47010",ศูนย์การศึกษานอกโรงเรียนเอ็มพาวเวอร์,EMPOWER NON-FORMAL EDUCATION SCHOOL,ถนนทิพย์เนตร,TIPPANET RD.,"1",Education_center,./0.png
"28","47010",โรงเรียนบ้านวังหมุ้น,BAN WANG MUN SCHOOL,,,"1",Schools_landmark,./0.png
"29","47010",โรงเรียนบ้านแม่เตาไห (บุญมานิ่มนิวบุตร),BAN MAE TAO HAI SCHOOL (BUN MA NIM NIWABUT),ถนนเชียงใหม่-พร้าว,CHIANG MAI-PHRAO RD.,"1",Schools_landmark,./0.png
"30","47010",โรงเรียนมูลนิธิมหาราช 5,MAHARAT 5 FOUNDATION SCHOOL,ทางหลวงแผ่นดินหมายเลข 1007,HIGHWAY 1007,"1",Schools_landmark,./0.png
"31","47010",โรงเรียนบ้านป่าบง,BAN PA BONG SCHOOL,ถนนเชียงใหม่-พร้าว,CHIANG MAI-PHRAO RD.,"1",Schools_landmark,./0.png
"32","47010",โรงเรียนแม่แรม,MAE RAEM SCHOOL,ถนนรพช. ชม. 4031 (บ้านนาฮี-บ้านแม่ขิ),RO PHO CHO. CHIANG MAI 4031 RD. (BAN NA HI-BAN MAE KHI),"1",Schools_landmark,./0.png
"33","47010",โรงเรียนบ้านโปง,BAN PONG SCHOOL,ถนนรพช. ชม. 5257 (บ้านโปง-อ่างเก็บน้ำห้วยโจ้),RO PHO CHO. CHIANG MAI 5257 RD. (BAN PONG-HUAI CHO RESERVOIR),"1",Schools_landmark,./0.png
"34","47010",โรงเรียนวัดน้ำต้น,WAT NAM TON SCHOOL,ทางหลวงแผ่นดินหมายเลข 1260,HIGHWAY 1260,"1",Schools_landmark,./0.png
"35","47010",โรงเรียนสันทรายวิทยาคม,SAN SAI WITTHAYAKHOM SCHOOL,ถนนเชียงใหม่-พร้าว,CHIANG MAI-PHRAO RD.,"1",Schools_landmark,./0.png
"36","47010",โรงเรียนวัดทรายมูล,WAT SAI MUN SCHOOL,ถนนสายแม่ริม-แม่โจ้,SAI MAE RIM-MAE CHO RD.,"1",Schools_landmark,./0.png
"37","47040",โรงเรียนลิง,MONKEY SCHOOL,ทางหลวงแผ่นดินหมายเลข 1096,HIGHWAY 1096,"1",Schools_landmark,./0.png
"38","47010",โรงเรียนแม่ริมวิทยาคม,MAE RIM WITTHAYAKHOM SCHOOL,ทางหลวงแผ่นดินหมายเลข 1096,HIGHWAY 1096,"1",Schools_landmark,./0.png
"39","47010",โรงเรียนบ้านทุ่งโป่ง,BAN THUNG PONG SCHOOL,ทางหลวงแผ่นดินหมายเลข 1096,HIGHWAY 1096,"1",Schools_landmark,./0.png
"40","47010",โรงเรียนชลประทานเขื่อนแม่กวงจิราธิวัฒน์อุปถัมภ์,CHONLAPRATHAN MAE KUANG KHUEAN CHIRATHIWAT UPPATHAM SCHOOL,ถนนโยธาธิการ ชม. 2054 (เส้นทางสายหมู่ที่ 1-หมู่ที่ 5),YOTHATHIKAN CHIANG MAI 2054 RD. (SEN THANG SAI MU 1-MU 5),"1",Schools_landmark,./0.png
"41","47010",โรงเรียนแม่ริมวิทยา,MAE RIM WITTHAYA SCHOOL,ถนนเชียงใหม่-ฝาง,CHIANG MAI-FANG RD.,"1",Schools_landmark,./0.png
"42","47010",โรงเรียนบ้านห้วยเกี๋ยง,BAN HUAI KIANG SCHOOL,ถนนเชียงใหม่-พร้าว,CHIANG MAI-PHRAO RD.,"1",Schools_landmark,./0.png
"43","47010",โรงเรียนวัดขอนตาล,WAT KHON TAN SCHOOL,ถนนรพช. ชม. 4138 (บ้านต้นผึ้ง-บ้านป่าข่อยใต้),RO PHO CHO. CHIANG MAI 4138 RD. (BAN TON PHUENG-BAN PA KHOI TAI),"1",Schools_landmark,./0.png
"44","47010",โรงเรียนธีรวัธน์บำเพ็ญ,THIRAWAT BAMPHEN SCHOOL,,,"1",Schools_landmark,./0.png
"45","47010",โรงเรียนบ้านริมใต้,BAN RIM TAI SCHOOL,ถนนเชียงใหม่-ฝาง,CHIANG MAI-FANG RD.,"1",Schools_landmark,./0.png
"46","47010",โรงเรียนอัมพวันประชาสามัคคี,AMPHAWAN PRACHA SAMAKKHI SCHOOL,ถนนโยธาธิการ ชม. (บ้านห้วยโจ้-บ้านแม่ใน),YOTHATHIKAN CHIANG MAI RD. (BAN HUAI CHO-BAN MAE NAI),"1",Schools_landmark,./0.png
"47","47010",โรงเรียนบ้านต้นผึ้ง,BAN TON PHUENG SCHOOL,ถนนรพช. ชม. 4138 (บ้านต้นผึ้ง-บ้านป่าข่อยใต้),RO PHO CHO. CHIANG MAI 4138 RD. (BAN TON PHUENG-BAN PA KHOI TAI),"1",Schools_landmark,./0.png
"48","47010",โรงเรียนวัดศรีบุญเรือง,WAT SI BUN RUEANG SCHOOL,,,"1",Schools_landmark,./0.png
"49","47010",โรงเรียนบ้านแม่โจ้,BAN MAE CHO SCHOOL,ถนนเชียงใหม่-พร้าว,CHIANG MAI-PHRAO RD.,"1",Schools_landmark,./0.png
"50","47010",โรงเรียนบ้านหนองบัว,BAN NONG BUA SCHOOL,ถนนโยธาธิการ ชม. (บ้านทุ่งข้าวตอก-บ้านดอยกำพร้า),YOTHATHIKAN CHIANG MAI RD. (BAN THUNG KHAO TOK-BAN DOI KAMPHRA),"1",Schools_landmark,./0.png
"51","47010",โรงเรียนบ้านป่าไผ่,BAN PA PHAI SCHOOL,,,"1",Schools_landmark,./0.png
"52","47010",โรงเรียนบ้านหนองกันครุ,BAN NONG KAN KHRU SCHOOL,ถนนโยธาธิการ ชม. (บ้านทุ่งข้าวตอก-บ้านห้วยฮักพัฒนา),YOTHATHIKAN CHIANG MAI RD. (BAN THUNG KHAO TOK-BAN HUAI HAK PHATTHANA),"1",Schools_landmark,./0.png
"53","47010",โรงเรียนบ้านแม่สา,BAN MAE SA SCHOOL,ทางหลวงแผ่นดินหมายเลข 107,HIGHWAY 107,"1",Schools_landmark,./0.png
"54","47010",โรงเรียนบ้านดอนตัน,BAN DON TAN SCHOOL,ถนนรพช. ชม. 4138 (บ้านต้นผึ้ง-บ้านป่าข่อยใต้),RO PHO CHO. CHIANG MAI 4138 RD. (BAN TON PHUENG-BAN PA KHOI TAI),"1",Schools_landmark,./0.png
"55","47010",โรงเรียนบ้านทุ่งข้าวตอก,BAN THUNG KHAO TOK SCHOOL,ถนนโยธาธิการ ชม. (บ้านทุ่งข้าวตอก-บ้านดอยกำพร้า),YOTHATHIKAN CHIANG MAI RD. (BAN THUNG KHAO TOK-BAN DOI KAMPHRA),"1",Schools_landmark,./0.png
"56","47010",โรงเรียนบ้านศรีวังธาร,BAN SRI WANG THAN SCHOOL,ถนนโยธาธิการ ชม. (บ้านศรีวังธารหมู่ที่ 8-บ้านป่าไผ่),YOTHATHIKAN CHIANG MAI RD. (BAN SI WANG THAN MU 8-BAN PA PHAI),"1",Schools_landmark,./0.png
"57","47010",โรงเรียนบ้านหนองเต่าคำ,BAN NONG THAO KHAM SCHOOL,ถนนโยธาธิการ ชม. (บ้านหนองเต่าคำหมู่ที่ 2),YOTHATHIKAN CHIANG MAI RD. (BAN NONG TAO KHAM MU 2),"1",Schools_landmark,./0.png
"58","47010",โรงเรียนบ้านสหกรณ์นิคม,BAN SAHAKON NIKHOM SCHOOL,ถนนเชียงใหม่-พร้าว,CHIANG MAI-PHRAO RD.,"1",Schools_landmark,./0.png
"59","47010",โรงเรียนบ้านเมืองวะ,BAN MUEANG WA SCHOOL,ถนนรพช. ชม. 4033 (บ้านพยากน้อย-บ้านป่าเหมือด),RO PHO CHO. CHIANG MAI 4033 RD. (BAN PHAYAK NOI-BAN PA MUEAT),"1",Schools_landmark,./0.png
"60","47010",โรงเรียนบ้านเมืองขอน,BAN MUEANG KHON SCHOOL,ถนนรพช. ชม. 4033 (บ้านพยากน้อย-บ้านป่าเหมือด),RO PHO CHO. CHIANG MAI 4033 RD. (BAN PHAYAK NOI-BAN PA MUEAT),"1",Schools_landmark,./0.png
"61","47010",โรงเรียนบ้านทุ่งป่าเก็ด,BAN THUNG PA KET SCHOOL,ถนนรพช. ชม. 5199 (บ้านทุ่งป่าเก็ด-บ้านวังป้อง),RO PHO CHO. CHIANG MAI 5199 RD. (BAN THUNG PA KET-BAN WANG  PONG),"1",Schools_landmark,./0.png
"63","47010",โรงเรียนบ้านดอนแก้ว,BAN DON KAEO SCHOOL,ถนนคอนกรีตเสริมเหล็กหมู่ที่ 2 ตำบลดอนแก้ว,MU 2 TAMBON DON KAEO CONCRETE SOEM LEK RD.,"1",Schools_landmark,./0.png
"64","47010",โรงเรียนวัดบวกเปา,WAT BUAK PAO SCHOOL,ถนนโยธาธิการ ชม. (บ้านขัวสูง-บ้านขัวโก-บ้านหนองอึ่ง),YOTHATHIKAN CHIANG MAI RD. (BAN KHUA SUNG-BAN KHUA KO-BAN NONG UENG),"1",Schools_landmark,./0.png
"65","47010",โรงเรียนบ้านหนองเขียว,BAN NONG KHIAO SCHOOL,ถนนรพช. ชม. 5138 (บ้านป่าข่อยใต้-บ้านหนองเขียว),RO PHO CHO. CHIANG MAI 5138 RD. (BAN PA KHOI TAI-BAN NONG KHIAO),"1",Schools_landmark,./0.png
"66","47010",โรงเรียนบ้านป่าเหมือด,BAN PA MUEAT SCHOOL,ทางหลวงแผ่นดินหมายเลข 1001,HIGHWAY 1001,"1",Schools_landmark,./0.png
"67","47010",โรงเรียนบ้านท่าเกวียน,BAN THA KWIAN SCHOOL,ถนนโยธาธิการ ชม. 2177 (บ้านท่าเกวียน-บ้านโป่ง),YOTHATHIKAN CHIANG MAI 2177 RD. (BAN THA KWIAN-BAN PONG),"1",Schools_landmark,./0.png
"68","47010",โรงเรียนบ้านร้องขี้เหล็ก,BAN RONG KHI LEK SCHOOL,,,"1",Schools_landmark,./0.png
"69","47010",โรงเรียนวัดสันต้นเปา,WAT SAN TON PAO SCHOOL,ถนนรพช. ชม. 4033 (บ้านพยากน้อย-บ้านป่าเหมือด),RO PHO CHO. CHIANG MAI 4033 RD. (BAN PHAYAK NOI-BAN PA MUEAT),"1",Schools_landmark,./0.png
"70","47010",โรงเรียนบ้านหัวฝาย,BAN HUA FAI SCHOOL,,,"1",Schools_landmark,./0.png
"71","47010",โรงเรียนวัดป่าข่อยใต้,WAT PA KHOI TAI SCHOOL,ถนนรพช. ชม. 5138 (บ้านป่าข่อยใต้-บ้านหนองเขียว),RO PHO CHO. CHIANG MAI 5138 RD. (BAN PA KHOI TAI-BAN NONG KHIAO),"1",Schools_landmark,./0.png
"72","47010",โรงเรียนวัดแม่แก้ดหลวง,WAT MAE KAET LUANG SCHOOL,,,"1",Schools_landmark,./0.png
"73","47010",โรงเรียนบ้านป่าก้าง,BAN PA KANG SCHOOL,ถนนโยธาธิการ ชม. 2002 (บ้านป่าค่าง),YOTHATHIKAN CHIANG MAI 2002 RD. (BAN PA KHANG),"1",Schools_landmark,./0.png
"74","47010",โรงเรียนบ้านศาลา,BAN SALA SCHOOL,ทางหลวงแผ่นดินหมายเลข 107,HIGHWAY 107,"1",Schools_landmark,./0.png
"75","47010",โรงเรียนบ้านสันป่าสัก,BAN SAN PA SAK SCHOOL,ถนนโยธาธิการ ชม. 2177 (บ้านท่าเกวียน-บ้านโป่ง),YOTHATHIKAN CHIANG MAI 2177 RD. (BAN THA KWIAN-BAN PONG),"1",Schools_landmark,./0.png
"76","47010",โรงเรียนศึกษาสงเคราะห์เชียงใหม่,SUEKSA SONGKHRO CHIANG MAI SCHOOL,ทางหลวงแผ่นดินหมายเลข 107,HIGHWAY 107,"1",Schools_landmark,./0.png
"77","47010",โรงเรียนวัดร้องอ้อ,WAT RONG O SCHOOL,ถนนสมโภชเชียงใหม่ 700 ปี,SOMPHOT CHIANG MAI 700 PI RD.,"1",Schools_landmark,./0.png
"78","47010",โรงเรียนบ้านหนองไคร้,BAN NONG KHRAI SCHOOL,ถนนรพช. ชม. 4230 (หนองไคร้ศรีทรายมูล-ฟ้ามุ่ย),RO PHO CHO. CHIANG MAI 4230 RD. (NONG KHRAI SI SAI MUN-FA MUI),"1",Schools_landmark,./0.png
"79","47010",โรงเรียนบ้านบ่อหิน,BAN BO HIN SCHOOL,ทางหลวงแผ่นดินหมายเลข 118,HIGHWAY 118,"1",Schools_landmark,./0.png
"80","47010",โรงเรียนสันทรายหลวง,SAN SAI LUANG SCHOOL,ทางหลวงแผ่นดินหมายเลข 1001,HIGHWAY 1001,"1",Schools_landmark,./0.png
"81","47010",โรงเรียนนวมินทราชูทิศพายัพ,NAWAMINTHARACHUTHIT PHAYAP SCHOOL,ทางหลวงแผ่นดินหมายเลข 121,HIGHWAY 121,"1",Schools_landmark,./0.png
"82","47010",โรงเรียนบ้านป่าดู่,BAN PA DU SCHOOL,ถนนโยธาธิการ ชม. 2105,YOTHATHIKAN CHIANG MAI 2105 RD.,"1",Schools_landmark,./0.png
"83","47010",โรงเรียนวัดท่ามะเดื่อ,WAT THA MADUEA SCHOOL,ถนนสมโภชเชียงใหม่ 700 ปี,SOMPHOT CHIANG MAI 700 PI RD.,"1",Schools_landmark,./0.png
"84","47010",โรงเรียนบ้านพระนอน,BAN PHRA NON SCHOOL,ถนนโชตนา 28,CHOTANA LANE 28 RD.,"1",Schools_landmark,./0.png
"85","47010",โรงเรียนบ้านถ้ำ,BAN THAM SCHOOL,ถนนโยธาธิการ ชม. 2105,YOTHATHIKAN CHIANG MAI 2105 RD.,"1",Schools_landmark,./0.png
"86","47010",โรงเรียนบ้านหลักปัน,BAN LAK PAN SCHOOL,ทางหลวงแผ่นดินหมายเลข 118,HIGHWAY 118,"1",Schools_landmark,./0.png
"87","47010",โรงเรียนแม่ย้อย,MAE YOI SCHOOL,ทางหลวงแผ่นดินหมายเลข 1001,HIGHWAY 1001,"1",Schools_landmark,./0.png
"88","47010",โรงเรียนบ้านแม่ย้อยหลวง,BAN MAE YOI LUANG SCHOOL,ทางหลวงแผ่นดินหมายเลข 1001,HIGHWAY 1001,"1",Schools_landmark,./0.png
"89","47010",โรงเรียนบ้านสันคะยอม,BAN SAN KHAYOM SCHOOL,ทางหลวงแผ่นดินหมายเลข 1001,HIGHWAY 1001,"1",Schools_landmark,./0.png
"91","47010",โรงเรียนบ้านท่อเมืองลัง,BAN THO MUEANG LANG SCHOOL,ถนนป่าตัน,PA TON RD.,"1",Schools_landmark,./0.png
"92","47010",โรงเรียนบ้านท่าหลุกสันทราย,BAN THA LUK SAN SAI SCHOOL,ถนนป่าตัน,PA TON RD.,"1",Schools_landmark,./0.png
"93","47010",โรงเรียนบ้านสันต้นคู่,BAN SAN TON KHU SCHOOL,ถนนสันต้นคู่,SAN THON KHU RD.,"1",Schools_landmark,./0.png
"94","47010",โรงเรียนบ้านสันศรี,BAN SAN SI SCHOOL,ถนนเชียงใหม่-แม่สรวย,CHIANG MAI-MAE SARUAI RD.,"1",Schools_landmark,./0.png
"95","47010",โรงเรียนวัดสันทรายมูล,WAT SAN SAI MUN SCHOOL,ทางหลวงแผ่นดินหมายเลข 1001,HIGHWAY 1001,"1",Schools_landmark,./0.png
